Timestamp,How many hours did you sleep last night?,Recognition Score,Temporal Memory Score
2013-01-30 21:21:59,10.269315673289183,92.0,68.0
2013-01-30 21:37:34,10.269315673289183,92.0,68.0
2013-01-30 21:38:15,8.0,95.0,91.0
2013-01-30 21:39:35,10.269315673289183,100.0,87.0
2013-01-30 22:09:46,6.0,100.0,95.0
2013-01-30 22:12:34,5.0,95.0,86.0
2013-01-30 22:23:17,12.0,91.0,95.0
2013-01-30 22:44:58,6.0,100.0,87.0
2013-01-30 22:49:55,7.0,79.0,84.0
2013-01-30 23:02:46,10.269315673289183,100.0,75.0
2013-01-30 23:19:33,10.269315673289183,87.0,80.0
2013-01-30 23:35:27,10.269315673289183,95.0,86.0
2013-01-30 23:39:17,10.0,79.0,78.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-31 02:00:03,10.269315673289183,83.0,90.0
2013-01-31 02:32:08,10.269315673289183,92.0,68.0
2013-01-31 02:38:19,9.0,91.0,81.0
2013-01-31 03:00:43,6.0,70.0,64.0
2013-01-31 03:22:03,8.0,100.0,83.0
2013-01-31 03:29:10,8.0,91.0,90.0
2013-01-31 04:16:15,0.0,100.0,83.0
2013-01-31 04:23:12,8.0,100.0,75.0
2013-01-31 04:23:57,8.0,100.0,75.0
2013-01-31 04:32:54,7.0,95.0,86.0
2013-01-31 04:34:34,8.0,87.0,80.0
2013-01-31 04:46:32,10.269315673289183,91.0,86.0
2013-01-31 05:00:27,6.0,100.0,95.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-31 05:44:49,11.0,92.0,77.0
2013-01-31 05:45:26,8.0,87.0,71.0
2013-01-31 05:45:41,0.0,100.0,87.0
2013-01-31 05:48:29,8.0,79.0,89.0
2013-01-31 05:49:58,10.269315673289183,91.0,72.0
2013-01-31 06:12:48,10.269315673289183,95.0,86.0
2013-01-31 07:03:43,5.0,15.0,25.0
2013-01-31 07:19:45,5.0,91.0,95.0
2013-01-31 07:33:10,10.269315673289183,100.0,87.0
2013-01-31 08:02:01,6.0,79.0,68.0
2013-01-31 08:12:53,10.269315673289183,79.0,73.0
2013-01-31 08:16:11,6.0,87.0,71.0
2013-01-31 08:17:36,8.0,95.0,91.0
2013-01-31 08:20:52,10.269315673289183,95.0,73.0
2013-01-31 08:25:33,7.0,80.0,70.0
2013-01-31 08:39:52,6.0,87.0,85.0
2013-01-31 09:12:45,8.0,70.0,70.0
2013-01-31 09:34:03,0.0,79.0,89.0
2013-01-31 09:34:22,10.269315673289183,79.0,89.0
2013-01-31 10:36:06,12.0,87.0,61.0
2013-01-31 10:39:30,10.269315673289183,100.0,79.0
2013-01-31 10:47:34,7.0,83.0,80.0
2013-01-31 10:50:10,10.0,95.0,43.0
2013-01-31 11:40:39,6.0,91.0,84.0
2013-01-31 11:48:06,8.0,92.0,68.0
2013-01-31 11:55:17,6.0,95.0,86.0
2013-01-31 12:08:04,8.0,100.0,83.0
2013-01-31 12:11:04,6.0,95.0,73.0
2013-01-31 12:11:25,9.0,75.0,92.0
2013-01-31 12:12:40,10.269315673289183,95.0,78.0
2013-01-31 12:23:32,8.0,91.0,78.0
2013-01-31 12:40:41,7.0,100.0,83.0
2013-01-31 13:10:00,8.0,100.0,91.0
2013-01-31 13:13:02,7.0,100.0,95.0
2013-01-31 13:26:56,8.0,92.0,86.0
2013-01-31 13:30:22,6.0,95.0,60.0
2013-01-31 13:39:55,9.0,100.0,100.0
2013-01-31 13:56:29,4.0,95.0,78.0
2013-01-31 14:47:08,5.0,100.0,91.0
2013-01-31 15:22:56,6.0,100.0,84.0
2013-01-31 15:29:58,0.0,100.0,87.0
2013-01-31 15:30:27,10.269315673289183,100.0,87.0
2013-01-31 16:02:40,7.0,92.0,87.0
2013-01-31 16:20:55,7.0,100.0,87.0
2013-01-31 16:29:19,8.0,91.0,77.0
2013-01-31 16:35:23,11.0,91.0,54.0
2013-01-31 16:41:06,7.0,87.0,85.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-31 17:42:32,10.269315673289183,100.0,70.0
2013-01-31 17:56:41,10.269315673289183,91.0,81.0
2013-01-31 17:57:12,10.269315673289183,91.0,81.0
2013-01-31 17:57:27,10.269315673289183,91.0,81.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-31 18:05:10,10.269315673289183,95.0,65.0
2013-01-31 18:09:14,10.269315673289183,83.0,70.0
2013-01-31 18:42:09,10.269315673289183,92.0,68.0
2013-01-31 18:53:55,10.269315673289183,83.0,70.0
2013-01-31 19:03:11,5.0,70.0,64.0
2013-01-31 19:23:20,10.269315673289183,100.0,83.0
2013-01-31 19:24:12,10.269315673289183,100.0,100.0
2013-01-31 19:25:14,8.0,100.0,87.0
2013-01-31 19:30:33,10.269315673289183,91.0,68.0
2013-01-31 19:45:53,10.269315673289183,95.0,69.0
2013-01-31 19:47:29,6.0,91.0,77.0
2013-01-31 20:10:16,6.0,91.0,86.0
2013-01-31 20:46:26,7.0,68.0,83.0
2013-01-31 21:27:54,10.269315673289183,91.0,95.0
2013-01-31 22:05:16,10.269315673289183,100.0,83.0
2013-01-31 22:29:04,7.0,65.0,85.0
2013-01-31 22:43:03,0.0,91.0,72.0
2013-01-31 22:48:55,6.0,100.0,91.0
2013-01-31 23:21:02,10.269315673289183,95.0,91.0
2013-01-31 23:47:50,7.0,91.0,63.0
2013-01-02 00:17:11,6.0,90.0,91.0
2013-01-02 00:17:14,10.269315673289183,83.0,90.0
2013-01-02 00:42:21,10.269315673289183,100.0,70.0
2013-01-02 00:55:58,10.269315673289183,100.0,87.0
2013-01-02 01:05:14,7.0,87.0,66.0
2013-01-02 01:11:24,5.0,95.0,82.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-02 01:46:30,7.0,100.0,100.0
2013-01-02 02:07:30,8.0,87.0,68.0
2013-01-02 02:18:36,10.269315673289183,87.0,61.0
2013-01-02 02:27:17,6.0,79.0,63.0
2013-01-02 03:46:33,7.0,91.0,86.0
2013-01-02 05:24:32,7.0,100.0,79.0
2013-01-02 05:44:00,9.0,95.0,69.0
2013-01-02 06:19:22,10.269315673289183,91.0,68.0
2013-01-02 06:30:31,0.0,92.0,68.0
2013-01-02 07:23:33,10.269315673289183,95.0,69.0
2013-01-02 08:01:20,5.0,70.0,76.0
2013-01-02 09:21:22,10.269315673289183,100.0,87.0
2013-01-02 09:21:26,5.0,91.0,72.0
2013-01-02 09:21:42,7.0,100.0,75.0
2013-01-02 10:23:45,10.269315673289183,91.0,90.0
2013-01-02 10:29:57,7.0,8.0,8.0
2013-01-02 10:43:12,5.0,83.0,70.0
2013-01-02 11:03:59,4.0,100.0,95.0
2013-01-02 11:24:03,0.0,83.0,70.0
2013-01-02 11:27:11,6.0,92.0,66.0
2013-01-02 11:49:35,7.0,93.0,82.0
2013-01-02 12:48:05,10.269315673289183,91.0,77.0
2013-01-02 13:05:08,10.269315673289183,83.0,70.0
2013-01-02 13:36:18,10.269315673289183,100.0,87.0
2013-01-02 13:53:59,10.269315673289183,91.0,90.0
2013-01-02 13:59:50,0.0,68.0,79.0
2013-01-02 14:00:22,10.269315673289183,95.0,86.0
2013-01-02 14:16:18,8.0,95.0,82.0
2013-01-02 14:23:09,8.0,100.0,79.0
2013-01-02 14:39:45,8.0,92.0,68.0
2013-01-02 14:55:29,7.0,70.0,70.0
2013-01-02 15:05:51,5.0,100.0,91.0
2013-01-02 15:34:07,7.0,92.0,68.0
2013-01-02 15:42:13,10.269315673289183,100.0,70.0
2013-01-02 15:58:29,10.269315673289183,100.0,58.0
2013-01-02 16:02:07,10.269315673289183,100.0,58.0
2013-01-02 16:10:14,10.269315673289183,92.18397593046579,78.50050273712435
2013-01-02 16:17:23,10.269315673289183,100.0,83.0
2013-01-02 16:54:18,8.0,100.0,83.0
2013-01-02 16:55:45,8.0,100.0,83.0
2013-01-02 16:58:47,10.269315673289183,79.0,73.0
2013-01-02 18:27:01,7.0,100.0,91.0
2013-01-02 18:43:35,10.269315673289183,95.0,82.0
2013-01-02 18:51:38,9.0,24.0,19.0
2013-01-02 19:00:34,6.0,100.0,91.0
2013-01-02 19:22:02,10.269315673289183,95.0,91.0
2013-01-02 20:31:22,8.0,87.0,90.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-02 21:07:07,6.0,100.0,75.0
2013-01-02 22:14:02,10.269315673289183,70.0,76.0
2013-01-02 22:41:31,6.0,79.0,68.0
2013-01-02 22:58:40,7.0,79.0,84.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-01-02 23:10:54,5.0,95.0,56.0
2013-02-02 01:54:21,6.0,95.0,65.0
2013-02-02 04:59:52,10.0,83.0,80.0
2013-02-02 05:22:02,9.0,100.0,95.0
2013-02-02 05:41:12,6.0,100.0,91.0
2013-02-02 06:17:35,7.0,95.0,65.0
2013-02-02 06:33:17,4.0,91.0,77.0
2013-02-02 06:45:34,10.269315673289183,100.0,66.0
2013-02-02 06:49:15,10.0,92.0,68.0
2013-02-02 07:52:48,10.0,70.0,50.0
2013-02-02 07:53:57,5.0,100.0,79.0
2013-02-02 07:55:45,8.0,91.0,91.0
2013-02-02 09:00:05,7.0,91.0,86.0
2013-02-02 09:02:17,10.269315673289183,100.0,87.0
2013-02-02 09:22:44,10.269315673289183,100.0,62.0
2013-02-02 09:27:33,10.269315673289183,83.0,85.0
2013-02-02 10:15:04,8.0,79.0,84.0
2013-02-02 10:27:19,8.0,83.0,60.0
2013-02-02 10:47:02,10.269315673289183,100.0,87.0
2013-02-02 10:50:02,9.0,95.0,86.0
2013-02-02 11:01:06,10.269315673289183,100.0,95.0
2013-02-02 11:03:30,9.0,100.0,83.0
2013-02-02 11:17:28,5.0,95.0,78.0
2013-02-02 11:35:56,7.0,95.0,86.0
2013-02-02 11:55:12,10.269315673289183,100.0,58.0
2013-02-02 11:55:36,11.0,79.0,23.0
2013-02-02 12:46:46,9.0,70.0,40.0
2013-02-02 13:17:31,10.269315673289183,92.0,68.0
2013-02-02 13:37:33,5.0,95.0,69.0
2013-02-02 13:40:26,10.269315673289183,100.0,95.0
2013-02-02 13:46:49,8.0,87.0,85.0
2013-02-02 14:06:02,0.0,87.0,71.0
2013-02-02 14:08:01,10.269315673289183,87.0,71.0
2013-02-02 14:16:40,10.269315673289183,91.0,86.0
2013-02-02 15:04:45,6.0,95.0,91.0
2013-02-02 15:36:38,0.0,100.0,86.0
2013-02-02 15:53:02,11.0,95.0,86.0
2013-02-02 16:36:02,8.0,100.0,95.0
2013-02-02 16:48:23,7.0,95.0,69.0
2013-02-02 16:59:18,5.0,91.0,77.0
2013-02-02 17:01:05,9.0,100.0,91.0
2013-02-02 19:03:59,8.0,91.0,72.0
2013-02-02 19:06:49,7.0,95.0,82.0
2013-02-02 19:38:18,8.0,95.0,91.0
2013-02-02 20:58:41,7.0,95.0,52.0
2013-02-02 21:32:35,10.269315673289183,100.0,75.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-02-02 22:02:34,10.269315673289183,100.0,79.0
2013-02-02 23:34:33,10.269315673289183,95.0,91.0
2013-02-02 23:45:41,7.0,83.0,95.0
2013-03-02 01:24:35,10.0,95.0,92.0
2013-03-02 01:40:29,8.0,100.0,83.0
2013-03-02 02:56:16,8.0,83.0,80.0
2013-03-02 03:23:03,6.0,92.0,68.0
2013-03-02 03:51:13,8.0,83.0,75.0
2013-03-02 03:55:15,9.0,79.0,94.0
2013-03-02 04:09:17,0.0,98.0,68.0
2013-03-02 04:09:35,7.0,98.0,68.0
2013-03-02 05:28:26,0.0,92.0,68.0
2013-03-02 06:35:09,4.0,95.0,69.0
2013-03-02 06:39:03,10.269315673289183,95.0,86.0
2013-03-02 07:44:31,10.269315673289183,54.0,76.0
2013-03-02 07:45:53,8.0,92.0,68.0
2013-03-02 07:55:15,7.0,91.0,72.0
2013-03-02 08:14:01,6.0,91.0,59.0
2013-03-02 08:16:53,8.0,75.0,83.0
2013-03-02 08:19:17,8.0,95.0,82.0
2013-03-02 08:21:19,10.269315673289183,68.0,92.0
2013-03-02 08:57:29,10.269315673289183,95.0,82.0
2013-03-02 09:06:57,8.0,100.0,87.0
2013-03-02 09:08:55,8.0,95.0,95.0
2013-03-02 09:34:20,10.269315673289183,95.0,86.0
2013-03-02 10:23:47,8.0,87.0,95.0
2013-03-02 10:32:51,7.0,92.0,85.0
2013-03-02 11:14:03,10.269315673289183,91.0,90.0
2013-03-02 12:19:14,8.0,100.0,70.0
2013-03-02 12:33:46,10.269315673289183,82.0,86.0
2013-03-02 12:39:11,10.0,22.0,17.0
2013-03-02 13:40:57,10.269315673289183,79.0,63.0
2013-03-02 13:56:58,10.269315673289183,100.0,75.0
2013-03-02 14:25:22,9.0,95.0,86.0
2013-03-02 14:29:17,10.269315673289183,87.0,71.0
2013-03-02 14:54:03,10.269315673289183,100.0,100.0
2013-03-02 14:54:14,8.0,83.0,75.0
2013-03-02 15:17:29,8.0,91.0,100.0
2013-03-02 15:51:57,6.0,100.0,70.0
2013-03-02 16:42:13,8.0,83.0,55.0
2013-03-02 17:03:24,10.269315673289183,100.0,70.0
2013-03-02 17:22:09,6.0,100.0,79.0
2013-03-02 18:13:58,8.0,95.0,65.0
2013-03-02 18:27:46,10.269315673289183,95.0,100.0
2013-03-02 18:33:08,0.0,95.0,65.0
2013-03-02 19:49:17,6.0,95.0,78.0
2013-03-02 20:03:48,10.269315673289183,54.0,84.0
2013-03-02 20:04:15,10.269315673289183,54.0,84.0
2013-03-02 20:20:48,10.269315673289183,83.0,90.0
2013-03-02 20:25:59,8.0,100.0,87.0
2013-03-02 20:51:29,10.269315673289183,83.0,90.0
2013-03-02 20:55:36,10.269315673289183,87.0,90.0
2013-03-02 21:13:46,6.0,100.0,70.0
2013-03-02 21:16:01,8.0,91.0,81.0
2013-03-02 21:18:48,9.0,91.0,92.0
2013-03-02 21:30:34,10.269315673289183,95.0,82.0
2013-03-02 21:52:23,10.269315673289183,95.0,91.0
2013-03-02 21:57:42,5.0,87.0,95.0
2013-03-02 22:08:57,6.0,100.0,75.0
2013-03-02 22:34:51,7.0,91.0,86.0
2013-03-02 22:42:30,10.269315673289183,83.0,80.0
2013-03-02 22:53:16,10.269315673289183,75.0,72.0
2013-03-02 23:02:06,8.0,95.0,82.0
2013-03-02 23:08:18,10.269315673289183,91.0,68.0
2013-03-02 23:08:50,6.0,87.0,76.0
2013-03-02 23:19:56,10.269315673289183,79.0,73.0
2013-04-02 00:01:28,7.0,100.0,92.0
2013-04-02 00:16:52,10.269315673289183,95.0,91.0
2013-04-02 00:34:26,10.269315673289183,87.0,85.0
2013-04-02 00:40:19,10.269315673289183,95.0,78.0
2013-04-02 00:48:43,8.0,87.0,95.0
2013-04-02 01:08:02,5.0,91.0,86.0
2013-04-02 01:12:09,7.0,100.0,83.0
2013-04-02 01:14:53,8.0,100.0,70.0
2013-04-02 01:26:44,6.0,75.0,72.0
2013-04-02 02:11:51,7.0,100.0,95.0
2013-04-02 02:13:48,8.0,100.0,79.0
2013-04-02 02:21:47,6.0,91.0,81.0
2013-04-02 02:34:18,5.0,100.0,83.0
2013-04-02 02:34:21,6.0,87.0,90.0
2013-04-02 02:36:36,0.0,83.0,60.0
2013-04-02 02:39:02,5.0,66.0,56.0
2013-04-02 02:41:25,5.0,87.0,80.0
2013-04-02 02:44:12,10.269315673289183,90.0,50.0
2013-04-02 03:08:12,7.0,100.0,100.0
2013-04-02 03:10:01,9.0,100.0,79.0
2013-04-02 03:25:55,9.0,98.0,68.0
2013-04-02 03:32:50,7.0,75.0,61.0
2013-04-02 03:33:20,7.0,75.0,61.0
2013-04-02 04:14:27,10.269315673289183,87.0,76.0
2013-04-02 04:39:37,7.0,66.0,75.0
2013-04-02 05:25:02,8.0,100.0,95.0
2013-04-02 05:54:40,10.269315673289183,95.0,69.0
2013-04-02 06:17:40,4.0,87.0,71.0
2013-04-02 06:44:20,8.0,87.0,61.0
2013-04-02 06:52:55,10.269315673289183,94.0,78.0
2013-04-02 07:03:47,6.0,92.0,68.0
2013-04-02 07:33:10,8.0,83.0,80.0
2013-04-02 07:34:42,7.0,95.0,82.0
2013-04-02 07:42:40,7.0,87.0,95.0
2013-04-02 07:52:05,5.0,100.0,91.0
2013-04-02 08:02:09,7.0,86.0,76.0
2013-04-02 08:02:43,10.0,100.0,92.0
2013-04-02 08:10:56,3.0,58.0,85.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-04-02 09:02:30,10.269315673289183,95.0,56.0
2013-04-02 09:08:44,8.0,100.0,80.0
2013-04-02 09:10:49,10.269315673289183,87.0,66.0
2013-04-02 09:15:21,10.269315673289183,95.0,73.0
2013-04-02 09:19:01,6.0,100.0,58.0
2013-04-02 09:47:27,8.0,92.0,68.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-04-02 09:56:26,9.0,100.0,87.0
2013-04-02 10:06:40,10.0,91.0,77.0
2013-04-02 10:07:10,5.0,95.0,78.0
2013-04-02 10:13:28,11.0,91.0,81.0
2013-03-02 18:40:56,7.0,92.0,80.0
2013-04-02 10:23:01,6.0,95.0,69.0
2013-04-02 10:42:08,6.0,91.0,68.0
2013-04-02 10:46:04,8.0,91.0,81.0
2013-04-02 10:48:05,7.0,95.0,65.0
2013-04-02 10:53:51,5.0,91.0,68.0
2013-04-02 10:59:17,7.0,100.0,91.0
2013-04-02 11:08:42,7.0,95.0,60.0
2013-04-02 11:10:49,10.269315673289183,95.0,47.0
2013-04-02 11:18:35,7.0,95.0,60.0
2013-04-02 11:21:43,9.0,79.0,84.0
2013-04-02 11:32:25,0.0,79.0,89.0
2013-04-02 11:33:02,10.269315673289183,79.0,89.0
2013-04-02 11:40:46,10.269315673289183,91.0,54.0
2013-04-02 12:44:42,10.269315673289183,91.0,90.0
2013-04-02 12:53:31,10.269315673289183,95.0,91.0
2013-04-02 12:54:07,7.0,100.0,87.0
2013-04-02 13:28:04,8.0,100.0,87.0
2013-04-02 13:48:41,4.0,87.0,76.0
2013-04-02 14:01:08,8.0,91.0,77.0
2013-04-02 14:06:48,0.0,95.0,69.0
2013-04-02 14:21:29,8.0,75.0,61.0
2013-04-02 14:22:13,8.0,70.0,64.0
2013-04-02 14:24:08,7.0,92.18397593046579,78.50050273712435
2013-04-02 15:09:37,0.0,80.0,85.0
2013-04-02 15:25:04,7.0,95.0,82.0
2013-04-02 15:25:20,6.0,100.0,83.0
2013-04-02 15:31:26,6.0,95.0,86.0
2013-04-02 15:40:44,10.269315673289183,91.0,72.0
2013-04-02 15:42:59,0.0,79.0,78.0
2013-04-02 15:56:50,10.0,70.0,64.0
2013-04-02 15:57:40,5.0,100.0,79.0
2013-04-02 16:07:27,5.0,56.0,68.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-04-02 17:09:16,10.269315673289183,95.0,86.0
2013-04-02 17:36:28,7.0,100.0,95.0
2013-04-02 17:43:08,5.0,87.0,76.0
2013-04-02 17:49:42,5.0,70.0,64.0
2013-04-02 18:28:26,8.0,92.0,73.0
2013-04-02 19:05:03,10.269315673289183,95.0,56.0
2013-04-02 19:13:19,6.0,92.0,68.0
2013-04-02 19:21:21,6.0,91.0,86.0
2013-04-02 19:48:24,8.0,100.0,66.0
2013-04-02 20:15:18,10.269315673289183,100.0,83.0
2013-04-02 20:32:35,0.0,91.0,77.0
2013-04-02 20:39:48,6.0,92.0,68.0
2013-04-02 20:53:44,10.269315673289183,87.0,85.0
2013-04-02 21:00:00,7.0,81.0,76.0
2013-04-02 21:05:59,10.269315673289183,95.0,95.0
2013-04-02 21:07:48,6.0,100.0,68.0
2013-04-02 21:28:32,7.0,91.0,72.0
2013-04-02 21:34:13,7.0,83.0,70.0
2013-04-02 21:42:22,10.269315673289183,100.0,87.0
2013-04-02 21:58:53,8.0,3.0,5.0
2013-04-02 22:13:50,8.0,91.0,77.0
2013-04-02 22:20:44,6.0,79.0,84.0
2013-04-02 22:39:44,9.0,79.0,78.0
2013-04-02 23:02:47,10.269315673289183,91.0,81.0
2013-04-02 23:21:27,0.0,100.0,83.0
2013-04-02 23:57:12,10.269315673289183,91.0,77.0
2013-05-02 01:11:38,7.0,95.0,65.0
2013-05-02 03:32:16,10.269315673289183,91.0,72.0
2013-05-02 03:42:37,7.0,95.0,82.0
2013-05-02 04:09:52,4.0,83.0,75.0
2013-05-02 04:47:25,10.269315673289183,91.0,90.0
2013-05-02 04:57:54,10.269315673289183,95.0,69.0
2013-05-02 05:10:07,10.269315673289183,83.0,95.0
2013-05-02 05:17:22,6.0,95.0,86.0
2013-05-02 05:27:04,10.269315673289183,62.0,86.0
2013-05-02 06:34:00,5.0,73.0,68.0
2013-05-02 07:11:57,10.269315673289183,79.0,73.0
2013-05-02 07:14:48,10.269315673289183,79.0,73.0
2013-05-02 07:55:55,8.0,95.0,95.0
2013-05-02 08:00:56,10.269315673289183,95.0,96.0
2013-05-02 08:30:01,6.0,91.0,72.0
2013-05-02 08:33:22,6.0,91.0,72.0
2013-05-02 08:53:11,8.0,83.0,75.0
2013-05-02 09:03:43,10.0,95.0,69.0
2013-05-02 09:18:16,10.269315673289183,87.0,85.0
92.1303083216488,92.1303083216488,92.1303083216488,92.1303083216488
2013-05-02 09:32:09,10.269315673289183,87.0,95.0
2013-05-02 09:52:10,5.0,79.0,63.0
2013-05-02 10:33:58,10.0,79.0,68.0
